name,avg,stddev,trendingDown,label
2781,0.9994785400857144,0.003505171362110672,1.0,0
2781,0.9987129363285714,0.002673585330246429,1.0,0
2781,0.9993061973285714,0.003055316816284693,0.0,0
2781,1.000494581942857,0.0038251083248036417,0.0,0
2781,1.0007961302285715,0.0037237559695445267,1.0,1
2781,0.9991090744999999,0.004659163933788427,1.0,1
2781,0.9993860410714286,0.00465891115651862,0.0,0
2781,1.0001422332714285,0.004216418349046388,1.0,0
2781,1.0001683252142857,0.0042108442333947055,1.0,0
2781,1.0003026888285713,0.004317473736558492,1.0,0
2781,0.9991185031142857,0.003577397772587796,1.0,1
2781,0.9978639896714286,0.004408918382493596,1.0,1
2781,0.9979928997285715,0.004219937311074937,1.0,0
2781,0.9983382161571429,0.004520136439527672,1.0,0
2781,0.9985288657428572,0.004637630725763037,1.0,0
2781,0.9984054275285714,0.004619714583299035,1.0,0
2781,0.9976874409857144,0.004029539963744818,1.0,0
2781,0.9980803176714286,0.004160687532156357,1.0,0
2781,1.0008816775857143,0.005603674227873566,1.0,0
2781,1.0017338253,0.0045529987349585315,1.0,1
2781,1.0009063187285714,0.0048776841615143195,1.0,0
2781,1.0001116862142858,0.005203346571492553,1.0,0
2781,1.000014464257143,0.005242272664818552,1.0,0
2781,1.0014729841428571,0.006123077972040343,1.0,0
2781,1.0010437917000001,0.006310733358292091,1.0,1
2781,0.9981421155714285,0.005325989004104471,1.0,1
2781,0.998642401157143,0.0055704640877833516,1.0,0
2781,0.9990662272857144,0.00552295333898551,1.0,0
2781,0.9998933699142858,0.00541217649724732,1.0,0
2781,0.9997690064285714,0.005474443811900091,1.0,0
2781,0.9986538451142858,0.0038988994030815763,1.0,0
2781,0.9989361710714285,0.003866616899498724,1.0,0
2781,0.9991262347714286,0.003426589580108736,1.0,1
2781,0.9988296248142856,0.0031739728808669724,1.0,0
2781,0.9991100084,0.003355944246189668,1.0,0
2781,0.9988002022857143,0.0031666829510361163,1.0,0
2781,0.9997777205714284,0.0035703173954217027,1.0,0
2781,0.9987389138142857,0.004168603104926406,1.0,1
2781,0.9987558899,0.004171996927566174,0.0,0
2781,0.9994666059,0.00324048192757645,1.0,0
2781,0.9988115541000001,0.003486490666585861,1.0,0
2781,0.9995436779285714,0.004577897951538188,1.0,0
2781,1.0000743608,0.004792874713050132,1.0,0
2781,0.9989863737,0.00464106021221527,1.0,1
2781,0.9994469045142856,0.004166135917535149,1.0,0
2781,0.9992689249571428,0.004188970624363701,1.0,0
2781,0.9990338088571428,0.004352069243697026,1.0,0
2781,0.9977272065571429,0.006392242036528641,1.0,1
2781,0.9963265035571428,0.00496388978371933,1.0,0
2781,0.9961876208999999,0.004745267928571582,0.0,0
2781,0.9966636140999999,0.004920717400693571,1.0,0
2781,0.9969077817714286,0.00497855183316534,1.0,0
2781,0.9968455847000001,0.0049613057220086665,1.0,0
2781,0.9973282775571429,0.005005571718027805,1.0,0
2781,0.9997783092857143,0.0024173046681659565,1.0,0
2781,1.0001322727142858,0.002120828552136815,1.0,0
2781,0.9999073673285714,0.001924405075558328,1.0,0
2781,0.9988661240285716,0.0034632932584552543,1.0,1
2781,0.9990962361857143,0.0034994906978138645,0.0,0
2781,0.9980365542142857,0.0048179444342008335,1.0,1
2781,0.9977127310857143,0.004805377285348387,1.0,0
2781,0.9978029865857143,0.004942046379753269,0.0,0
2781,0.9980521959285714,0.005087555546532644,1.0,0
2781,0.9984423905428572,0.0054223861522303745,0.0,0
2781,0.9998653205142857,0.004825000155261511,1.0,0
2781,0.9999053473142857,0.004829940676810172,1.0,0
2781,1.0012736203714285,0.002481529455030684,1.0,0
2781,1.0011406019142857,0.0027638568665766163,1.0,0
2781,1.0007768751142856,0.0024081523786483212,1.0,0
2781,1.0007568018571429,0.0024035530826775242,1.0,0
2781,1.0001093642714285,0.0021448106840453837,1.0,0
2781,0.9994978031571428,0.002026343495901869,1.0,0
2781,0.9994459511714285,0.001999814859823329,1.0,0
2781,0.9987941706000001,0.00247585685730045,1.0,0
2781,0.9993086503571428,0.0021430441613059827,1.0,0
2781,0.9987931097571429,0.0018417340782236708,1.0,0
2781,0.9987777569285713,0.0018189336232829157,1.0,0
2781,0.9987361220857142,0.0018177740277454297,1.0,0
2781,0.9988251069428572,0.0017913240731319206,1.0,0
2781,0.9994496089857142,0.002811273916265892,1.0,0
2781,1.0005786866714286,0.002501597856575362,1.0,0
2781,1.0007046680285714,0.0024643530995693305,1.0,0
2781,1.0005409147571427,0.0026834144110109526,1.0,0
2781,0.9997290521571429,0.003290621556882992,1.0,0
2781,1.0002888624714286,0.003408586650875685,1.0,0
2781,1.0010779332428572,0.003595398496903319,1.0,0
2781,1.0002511785428572,0.00332021239631827,1.0,1
2781,0.9996258116142857,0.0030417359593844714,1.0,0
2781,1.0003403528,0.0037690819883620663,0.0,0
2781,1.002653993057143,0.005845889804131925,0.0,0
2781,1.0030026524714286,0.005395046945816804,0.0,1
2781,1.0028650100142857,0.005420059346930877,0.0,0
2781,1.0017268993142858,0.005917458145227533,0.0,1
2781,1.0030368590142857,0.006160508966234944,0.0,0
2781,1.0028392478428572,0.006332713386588013,1.0,1
2781,1.002766888242857,0.006300653474088662,1.0,0
2781,0.9999818896857143,0.005058099037799036,1.0,1
2781,1.0003682260285713,0.004967854819903947,1.0,0
2781,0.9996677971142857,0.005107312077843216,1.0,0
2781,1.0005784284428572,0.0049495110764562165,1.0,0
2781,0.9996865587999999,0.003843537726076273,1.0,0
2781,1.000337088214286,0.003812927142745483,1.0,0
2781,1.0000041876428571,0.0034252049248095023,0.0,0
2781,1.0006199439142858,0.0023389017378085773,1.0,0
2781,1.0004514586,0.002388948055968842,0.0,0
2781,1.0007534407142857,0.0019253168274178574,1.0,0
2781,1.0000545096000002,0.0020431732575242724,1.0,0
2781,0.9991046962714286,0.0026226160765884885,1.0,0
2781,0.997694045942857,0.0032917700294068635,1.0,0
2781,0.9976478833285715,0.003212514999037625,1.0,0
2781,0.9983197699428572,0.0037687339839996485,1.0,0
2781,0.9985495269571428,0.0038887065514681685,1.0,0
2781,0.9986157421142857,0.00389802803447892,1.0,0
2781,0.9986746333571429,0.0038844651639477865,1.0,0
2781,0.9990600568714286,0.003585534461894794,1.0,0
2781,1.0009931706857143,0.0028880742734589127,1.0,0
2781,1.0012093216714286,0.0030536415855954295,1.0,0
2781,1.0013199494,0.003134354744640728,1.0,0
2781,1.0013830860714286,0.003130166483665382,1.0,0
2781,1.0011510800714285,0.0033631780803474384,1.0,0
2781,1.0018310744285714,0.0031112684302812737,1.0,0
2781,1.0019655406714285,0.0029190535612461546,1.0,0
2781,1.0015370114142856,0.0024455540089278922,1.0,0
2781,1.0006370511,0.0026231146530967826,1.0,1
2781,1.0003258131857142,0.0023273819313155038,1.0,0
2781,1.000306535,0.0023175937349171317,1.0,0
2781,1.0008300243000001,0.002014204664659466,1.0,0
2781,0.9999555096571429,0.0023027493065478823,1.0,0
2781,1.0006606165142857,0.0025836910583341877,1.0,0
2781,0.9999019905,0.002632786441335138,1.0,1
2781,1.0012312403142858,0.0034462362252668014,1.0,0
2781,1.001414050457143,0.0034908306121828677,1.0,0
2781,1.0013661961571427,0.0034955959998037942,1.0,0
2781,1.0011432358857142,0.0035480740516877435,1.0,0
2781,1.0015137026571428,0.0031188650066421492,1.0,0
2781,1.001266846257143,0.002991023993934758,1.0,0
2781,1.0012900981285715,0.002957132692452324,1.0,0
2781,1.0009847751000003,0.0023371618427267837,1.0,0
2781,1.0010134,0.002362583978830916,1.0,0
2781,1.000952345842857,0.002370773167416075,1.0,0
2781,1.0015710814857144,0.002566035562313631,1.0,0
2781,1.0009628452857144,0.0035180064194110772,1.0,1
2781,0.9980988079,0.007978128300609793,1.0,1
2781,0.9989315088714286,0.008223196863572053,1.0,0
2781,0.9987056094857144,0.008059170606768596,1.0,0
2781,0.9967373231142859,0.00853583865463596,1.0,1
2781,0.9968366060857142,0.008590723477860891,1.0,0
2781,0.9953892447428572,0.00799697864757876,1.0,1
2781,0.9966516432857143,0.008609817410597213,1.0,0
2781,0.9995108614857143,0.005700823515258745,1.0,0
2781,0.9982380097857143,0.005663271912727098,1.0,1
